"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","mouse_click","stim_duration","exp_stage","stim","coded_response","trial_num","reference","stim_rating","reference_rating","responses","credit_var"
"<div class = centerbox><p class = ""center-block-text"">Welcome to the experiment. This task will take around 15 minutes. Press <strong>enter</strong> to begin.</p></div>","3491","13","3491","0","instruction","poldrack-text","0","3493","0.0-0.0-0.0","dietary_decision","true","0","","","","","","","","","","","",""
"","8266","","","","instruction","poldrack-instructions","1","11760","0.0-0.0-1.0","dietary_decision","true","0","[{""page_index"":0,""viewing_time"":8266}]","","","","","","","","","","",""
"<div class = centerbox><p class = ""center-block-text"">In the next block of trials, rate the healthiness of each food item without regard for its taste. Press <strong>enter</strong> to begin.</p></div>","3186","13","3186","500","start_health","poldrack-text","2","15961","0.0-1.0","dietary_decision","true","0","","","","","","","","","","","",""
"","3391","","3391","500","stim","single-stim-button","3","19860","0.0-2.0","dietary_decision","true","0","","Healthy","3391","health_rating","banana","1","0","","","","",""
"","1643","","1643","500","stim","single-stim-button","4","22018","0.0-3.0","dietary_decision","true","0","","Very_Unhealthy","1643","health_rating","butterfinger","-2","1","","","","",""
"","972","","972","500","stim","single-stim-button","5","23507","0.0-4.0","dietary_decision","true","0","","Very_Unhealthy","972","health_rating","Ghiradelli","-2","2","","","","",""
"","711","","711","500","stim","single-stim-button","6","24731","0.0-5.0","dietary_decision","true","0","","Very_Unhealthy","711","health_rating","MrsFields","-2","3","","","","",""
"","839","","839","500","stim","single-stim-button","7","26082","0.0-6.0","dietary_decision","true","0","","Very_Unhealthy","839","health_rating","100Grand","-2","4","","","","",""
"","1346","","1346","500","stim","single-stim-button","8","27936","0.0-7.0","dietary_decision","true","0","","Unhealthy","1346","health_rating","wheatcrisps","-1","5","","","","",""
"","1622","","1622","500","stim","single-stim-button","9","30075","0.0-8.0","dietary_decision","true","0","","Unhealthy","1622","health_rating","FamousAmos","-1","6","","","","",""
"","1794","","1794","500","stim","single-stim-button","10","32380","0.0-9.0","dietary_decision","true","0","","Very_Healthy","1794","health_rating","redgrapes","2","7","","","","",""
