"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","mouse_click","stim_duration","exp_stage","stim","coded_response","trial_num","reference","stim_rating","reference_rating","responses","credit_var"
"<div class = centerbox><p class = ""center-block-text"">Welcome to the experiment. This task will take around 15 minutes. Press <strong>enter</strong> to begin.</p></div>","3030","13","3030","0","instruction","poldrack-text","0","3031","0.0-0.0-0.0","dietary_decision","true","0","","","","","","","","","","","",""
"","3695","","","","instruction","poldrack-instructions","1","6728","0.0-0.0-1.0","dietary_decision","true","0","[{""page_index"":0,""viewing_time"":3695}]","","","","","","","","","","",""
"<div class = centerbox><p class = ""center-block-text"">In the next block of trials, rate the tastiness of each food item without regard for its healthiness. Press <strong>enter</strong> to begin.</p></div>","6011","13","6011","500","start_taste","poldrack-text","2","13745","0.0-1.0","dietary_decision","true","0","","","","","","","","","","","",""
"","-1","","4000","500","stim","single-stim-button","3","18256","0.0-2.0","dietary_decision","true","0","","-1","4000","taste_rating","cookiencream","NaN","0","","","","",""
"","2629","","2629","500","stim","single-stim-button","4","21398","0.0-3.0","dietary_decision","true","0","","Neutral","2629","taste_rating","strussel","0","1","","","","",""
"","2181","","2181","500","stim","single-stim-button","5","24083","0.0-4.0","dietary_decision","true","0","","Good","2181","taste_rating","slimfastV","1","2","","","","",""
"","2536","","2536","500","stim","single-stim-button","6","27132","0.0-5.0","dietary_decision","true","0","","Very_Good","2536","taste_rating","ruffles","2","3","","","","",""
"","1851","","1851","500","stim","single-stim-button","7","29500","0.0-6.0","dietary_decision","true","0","","Good","1851","taste_rating","keeblerrainbow","1","4","","","","",""
"","2127","","2127","500","stim","single-stim-button","8","32128","0.0-7.0","dietary_decision","true","0","","Good","2127","taste_rating","whitegrapes","1","5","","","","",""
"","2012","","2012","500","stim","single-stim-button","9","34649","0.0-8.0","dietary_decision","true","0","","Very_Good","2012","taste_rating","ffraspsorbet","2","6","","","","",""
"","2605","","2605","500","stim","single-stim-button","10","37755","0.0-9.0","dietary_decision","true","0","","Bad","2605","taste_rating","mixedyogart","-1","7","","","","",""
"","2209","","2209","500","stim","single-stim-button","11","40466","0.0-10.0","dietary_decision","true","0","","Very_Good","2209","taste_rating","orangejello","2","8","","","","",""
"","1788","","1788","500","stim","single-stim-button","12","42755","0.0-11.0","dietary_decision","true","0","","Good","1788","taste_rating","reddelicious","1","9","","","","",""
"","3130","","3130","500","stim","single-stim-button","13","46386","0.0-12.0","dietary_decision","true","0","","Good","3130","taste_rating","slimfastC","1","10","","","","",""
"","2496","","2496","500","stim","single-stim-button","14","49392","0.0-13.0","dietary_decision","true","0","","Bad","2496","taste_rating","RiceKrispyTreat","-1","11","","","","",""
"","1676","","1676","500","stim","single-stim-button","15","51570","0.0-14.0","dietary_decision","true","0","","Neutral","1676","taste_rating","FamousAmos","0","12","","","","",""
"","1867","","1867","500","stim","single-stim-button","16","53937","0.0-15.0","dietary_decision","true","0","","Good","1867","taste_rating","cellery","1","13","","","","",""
"","1507","","1507","500","stim","single-stim-button","17","55945","0.0-16.0","dietary_decision","true","0","","Good","1507","taste_rating","orange","1","14","","","","",""
"","1757","","1757","500","stim","single-stim-button","18","58202","0.0-17.0","dietary_decision","true","0","","Very_Good","1757","taste_rating","Oreos","2","15","","","","",""
"","1538","","1538","500","stim","single-stim-button","19","60241","0.0-18.0","dietary_decision","true","0","","Very_Good","1538","taste_rating","uToberlorone","2","16","","","","",""
"","1565","","1565","500","stim","single-stim-button","20","62306","0.0-19.0","dietary_decision","true","0","","Very_Good","1565","taste_rating","butterfinger","2","17","","","","",""
"","1312","","1312","500","stim","single-stim-button","21","64118","0.0-20.0","dietary_decision","true","0","","Very_Good","1312","taste_rating","KitKat","2","18","","","","",""
"","1175","","1175","500","stim","single-stim-button","22","65796","0.0-21.0","dietary_decision","true","0","","Very_Good","1175","taste_rating","Reeses","2","19","","","","",""
"","1949","","1949","500","stim","single-stim-button","23","68245","0.0-22.0","dietary_decision","true","0","","Good","1949","taste_rating","banana","1","20","","","","",""
"","1176","","1176","500","stim","single-stim-button","24","69922","0.0-23.0","dietary_decision","true","0","","Good","1176","taste_rating","100Grand","1","21","","","","",""
"","1762","","1762","500","stim","single-stim-button","25","72185","0.0-24.0","dietary_decision","true","0","","Good","1762","taste_rating","Doritosranch","1","22","","","","",""
"","1484","","1484","500","stim","single-stim-button","26","74171","0.0-25.0","dietary_decision","true","0","","Very_Good","1484","taste_rating","grannysmith","2","23","","","","",""
"","2110","","2110","500","stim","single-stim-button","27","76781","0.0-26.0","dietary_decision","true","0","","Good","2110","taste_rating","wwmuffin","1","24","","","","",""
"","1217","","1217","500","stim","single-stim-button","28","78498","0.0-27.0","dietary_decision","true","0","","Good","1217","taste_rating","Ghiradelli","1","25","","","","",""
"","1525","","1525","500","stim","single-stim-button","29","80524","0.0-28.0","dietary_decision","true","0","","Good","1525","taste_rating","blueberryyogart","1","26","","","","",""
"","1888","","1888","500","stim","single-stim-button","30","82913","0.0-29.0","dietary_decision","true","0","","Good","1888","taste_rating","carrots","1","27","","","","",""
